Zone Netherlands,Country,ZIP,Flow,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1,LDM-1.2,LDM-1.5,LDM-1.6,LDM-2,LDM-2.4,LDM-2.5,LDM-2.8,LDM-3,LDM-3.2,LDM-3.5,LDM-3.6,LDM-4,LDM-4.4,LDM-4.5,LDM-4.8,LDM-5.0,LDM-5.2,LDM-5.5,LDM-5.6,LDM-6.0,LDM-6.4,LDM-6.5,LDM-6.8,LDM-7.0,LDM-7.2,LDM-7.5,LDM-7.6,LDM-8.0,LDM-8.4,LDM-8.5,LDM-8.8,LDM-9.0,LDM-9.2,LDM-9.5,LDM-9.6,LDM-10.0,LDM-10.4,LDM-10.5,LDM-10.8,LDM-11.0,LDM-11.2,LDM-11.5,LDM-11.6,LDM-12.0,LDM-12.4,LDM-12.5,LDM-12.8,LDM-13.0,LDM-13.2
NL,AT,20,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,21,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,22,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,23,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,24,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,25,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,26,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,27,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,28,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,29,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,30,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,31,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,32,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,33,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,34,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,35,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,36,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,37,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,38,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,39,Export,€ 182.74,€ 200.84,€ 332.64,€ 401.68,€ 419.52,€ 497.48,€ 519.53,€ 605.10,€ 668.35,€ 695.65,€ 719.78,€ 750.74,€ 783.02,€ 811.09,€ 834.45,€ 895.08,€ 968.83,€ 997.44,€1032.07,€1081.42,€1099.26,€1150.95,€1166.44,€1232.31,€1281.12,€1312.36,€1348.30,€1380.58,€1414.17,€1463.25,€1480.04,€1524.91,€1577.66,€1599.70,€1626.46,€1658.74,€1693.64,€1725.65,€1741.13,€1808.32,€1858.44,€1893.61,€1925.62,€1959.21,€1990.17,€2027.44,€2057.36,€2100.91,€2132.65,€2137.63,€2152.56,€2166.46,€2172.48
NL,AT,40,Export,€ 178.79,€ 192.96,€ 295.87,€ 371.49,€ 393.26,€ 472.53,€ 476.20,€ 553.89,€ 601.38,€ 623.43,€ 648.87,€ 670.65,€ 692.42,€ 734.94,€ 758.30,€ 803.16,€ 869.04,€ 897.65,€ 928.34,€ 963.24,€ 995.52,€1022.28,€1041.71,€1091.82,€1137.99,€1154.79,€1178.92,€1218.39,€1257.96,€1278.11,€1310.66,€1368.66,€1417.46,€1439.52,€1464.96,€1488.04,€1512.44,€1535.26,€1557.31,€1616.62,€1668.04,€1679.59,€1698.46,€1720.24,€1743.33,€1767.46,€1790.82,€1815.98,€1849.04,€1865.83,€1892.58,€1909.11,€1915.13
NL,AT,41,Export,€ 178.79,€ 192.96,€ 295.87,€ 371.49,€ 393.26,€ 472.53,€ 476.20,€ 553.89,€ 601.38,€ 623.43,€ 648.87,€ 670.65,€ 692.42,€ 734.94,€ 758.30,€ 803.16,€ 869.04,€ 897.65,€ 928.34,€ 963.24,€ 995.52,€1022.28,€1041.71,€1091.82,€1137.99,€1154.79,€1178.92,€1218.39,€1257.96,€1278.11,€1310.66,€1368.66,€1417.46,€1439.52,€1464.96,€1488.04,€1512.44,€1535.26,€1557.31,€1616.62,€1668.04,€1679.59,€1698.46,€1720.24,€1743.33,€1767.46,€1790.82,€1815.98,€1849.04,€1865.83,€1892.58,€1909.11,€1915.13
NL,AT,42,Export,€ 178.79,€ 192.96,€ 295.87,€ 371.49,€ 393.26,€ 472.53,€ 476.20,€ 553.89,€ 601.38,€ 623.43,€ 648.87,€ 670.65,€ 692.42,€ 734.94,€ 758.30,€ 803.16,€ 869.04,€ 897.65,€ 928.34,€ 963.24,€ 995.52,€1022.28,€1041.71,€1091.82,€1137.99,€1154.79,€1178.92,€1218.39,€1257.96,€1278.11,€1310.66,€1368.66,€1417.46,€1439.52,€1464.96,€1488.04,€1512.44,€1535.26,€1557.31,€1616.62,€1668.04,€1679.59,€1698.46,€1720.24,€1743.33,€1767.46,€1790.82,€1815.98,€1849.04,€1865.83,€1892.58,€1909.11,€1915.13
NL,AT,43,Export,€ 178.79,€ 192.96,€ 295.87,€ 371.49,€ 393.26,€ 472.53,€ 476.20,€ 553.89,€ 601.38,€ 623.43,€ 648.87,€ 670.65,€ 692.42,€ 734.94,€ 758.30,€ 803.16,€ 869.04,€ 897.65,€ 928.34,€ 963.24,€ 995.52,€1022.28,€1041.71,€1091.82,€1137.99,€1154.79,€1178.92,€1218.39,€1257.96,€1278.11,€1310.66,€1368.66,€1417.46,€1439.52,€1464.96,€1488.04,€1512.44,€1535.26,€1557.31,€1616.62,€1668.04,€1679.59,€1698.46,€1720.24,€1743.33,€1767.46,€1790.82,€1815.98,€1849.04,€1865.83,€1892.58,€1909.11,€1915.13
NL,AT,44,Export,€ 178.79,€ 192.96,€ 295.87,€ 371.49,€ 393.26,€ 472.53,€ 476.20,€ 553.89,€ 601.38,€ 623.43,€ 648.87,€ 670.65,€ 692.42,€ 734.94,€ 758.30,€ 803.16,€ 869.04,€ 897.65,€ 928.34,€ 963.24,€ 995.52,€1022.28,€1041.71,€1091.82,€1137.99,€1154.79,€1178.92,€1218.39,€1257.96,€1278.11,€1310.66,€1368.66,€1417.46,€1439.52,€1464.96,€1488.04,€1512.44,€1535.26,€1557.31,€1616.62,€1668.04,€1679.59,€1698.46,€1720.24,€1743.33,€1767.46,€1790.82,€1815.98,€1849.04,€1865.83,€1892.58,€1909.11,€1915.13
NL,AT,45,Export,€ 178.79,€ 192.96,€ 295.87,€ 371.49,€ 393.26,€ 472.53,€ 476.20,€ 553.89,€ 601.38,€ 623.43,€ 648.87,€ 670.65,€ 692.42,€ 734.94,€ 758.30,€ 803.16,€ 869.04,€ 897.65,€ 928.34,€ 963.24,€ 995.52,€1022.28,€1041.71,€1091.82,€1137.99,€1154.79,€1178.92,€1218.39,€1257.96,€1278.11,€1310.66,€1368.66,€1417.46,€1439.52,€1464.96,€1488.04,€1512.44,€1535.26,€1557.31,€1616.62,€1668.04,€1679.59,€1698.46,€1720.24,€1743.33,€1767.46,€1790.82,€1815.98,€1849.04,€1865.83,€1892.58,€1909.11,€1915.13
NL,AT,46,Export,€ 178.79,€ 192.96,€ 295.87,€ 371.49,€ 393.26,€ 472.53,€ 476.20,€ 553.89,€ 601.38,€ 623.43,€ 648.87,€ 670.65,€ 692.42,€ 734.94,€ 758.30,€ 803.16,€ 869.04,€ 897.65,€ 928.34,€ 963.24,€ 995.52,€1022.28,€1041.71,€1091.82,€1137.99,€1154.79,€1178.92,€1218.39,€1257.96,€1278.11,€1310.66,€1368.66,€1417.46,€1439.52,€1464.96,€1488.04,€1512.44,€1535.26,€1557.31,€1616.62,€1668.04,€1679.59,€1698.46,€1720.24,€1743.33,€1767.46,€1790.82,€1815.98,€1849.04,€1865.83,€1892.58,€1909.11,€1915.13
