Zone Netherlands,Country,ZIP,Flow,LDM-0.41,LDM-0.51,LDM-0.61,LDM-0.71,LDM-0.81,LDM-0.91,LDM-1.01,LDM-1.21,LDM-1.51,LDM-1.61,LDM-2.01,LDM-2.41,LDM-2.51,LDM-2.81,LDM-3.01,LDM-3.21,LDM-3.51,LDM-3.61,LDM-4.01,LDM-4.41,LDM-4.51,LDM-4.81,LDM-5.01,LDM-5.21,LDM-5.51,LDM-5.61,LDM-6.01,LDM-6.41,LDM-6.51,LDM-6.81,LDM-7.01,LDM-7.21,LDM-7.51,LDM-7.61,LDM-8.01,LDM-8.41,LDM-8.51,LDM-8.81,LDM-9.01,LDM-9.21,LDM-9.51,LDM-9.61,LDM-10.1,LDM-10.41,LDM-10.51,LDM-10.81,LDM-11.01,LDM-11.21,LDM-11.51,LDM-11.61,LDM-12.01,LDM-12.41,LDM-12.51,LDM-12.81,LDM-13.01,LDM-13.21
NLR,BE,30,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,31,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,32,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,33,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,34,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,35,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,36,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,37,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,38,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,39,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,40,Export,€  61.270 ,€  72.820 ,€  78.760 ,€  83.60 ,€  89.540 ,€  95.480 ,€  102.630 ,€  116.930 ,€  136.070 ,€  154.0 ,€  185.020 ,€  213.620 ,€  227.920 ,€  235.070 ,€  241.010 ,€  253.0 ,€  269.720 ,€  276.870 ,€  299.530 ,€  331.320 ,€  339.460 ,€  347.490 ,€  355.630 ,€  363.770 ,€  371.910 ,€  379.940 ,€  391.490 ,€  396.220 ,€  398.310 ,€  400.40 ,€  402.380 ,€  404.470 ,€  406.340 ,€  408.320 ,€  411.950 ,€  415.580 ,€  417.560 ,€  419.430 ,€  421.520 ,€  423.50 ,425.59,€  427.680 ,€  436.370 ,€  445.610 ,€  450.340 ,€  455.070 ,€  459.580 ,€  464.20 ,€  468.050 ,€  471.90 ,€  478.610 ,€  488.950 ,€  494.780 ,€  500.610 ,€  506.880 ,€  513.150 
NLR,BE,10,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,11,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,12,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,13,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,14,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,15,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,16,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
