Zone Netherlands,Country,ZIP,Flow,LDM-0.41,LDM-0.51,LDM-0.61,LDM-0.71,LDM-0.81,LDM-0.91,LDM-1.01,LDM-1.21,LDM-1.51,LDM-1.61,LDM-2.01,LDM-2.41,LDM-2.51,LDM-2.81,LDM-3.01,LDM-3.21,LDM-3.51,LDM-3.61,LDM-4.01,LDM-4.41,LDM-4.51,LDM-4.81,LDM-5.01,LDM-5.21,LDM-5.51,LDM-5.61,LDM-6.01,LDM-6.41,LDM-6.51,LDM-6.81,LDM-7.01,LDM-7.21,LDM-7.51,LDM-7.61,LDM-8.01,LDM-8.41,LDM-8.51,LDM-8.81,LDM-9.01,LDM-9.21,LDM-9.51,LDM-9.61,LDM-10.1,LDM-10.41,LDM-10.51,LDM-10.81,LDM-11.01,LDM-11.21,LDM-11.51,LDM-11.61,LDM-12.01,LDM-12.41,LDM-12.51,LDM-12.81,LDM-13.01,LDM-13.21
NLR,BE,17,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,18,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,19,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,41,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,42,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,43,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,44,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,45,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,46,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,47,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,48,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,49,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,90,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,91,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,92,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,93,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,94,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,95,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,96,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,97,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,98,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,99,Export,€  70.461 ,€  83.743 ,€  90.574 ,€  96.140 ,€  102.971 ,€  109.802 ,€  118.025 ,€  134.470 ,€  156.481 ,€  177.10 ,€  212.773 ,€  245.663 ,€  262.108 ,€  270.331 ,€  277.162 ,€  290.950 ,€  310.178 ,€  318.401 ,€  344.460 ,€  381.018 ,390.38,€  399.614 ,€  408.975 ,€  418.336 ,€  427.697 ,€  436.931 ,€  450.214 ,€  455.653 ,€  458.057 ,€  460.460 ,€  462.737 ,€  465.141 ,€  467.291 ,€  469.568 ,€  473.743 ,€  477.917 ,€  480.194 ,€  482.345 ,€  484.748 ,€  487.025 ,€  489.429 ,€  491.832 ,€  501.826 ,€  512.452 ,€  517.891 ,€  523.331 ,€  528.517 ,€  533.830 ,€  538.258 ,€  542.685 ,€  550.402 ,€  562.293 ,€  568.997 ,€  575.702 ,€  582.912 ,€  590.123 
NLR,BE,50,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
NLR,BE,51,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
NLR,BE,52,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
NLR,BE,53,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
NLR,BE,54,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
NLR,BE,55,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
NLR,BE,56,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
NLR,BE,57,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
NLR,BE,58,Export,€  79.651 ,€  94.666 ,€  102.388 ,€  108.680 ,€  116.402 ,€  124.124 ,€  133.419 ,€  152.009 ,€  176.891 ,€  200.20 ,€  240.526 ,€  277.706 ,€  296.296 ,€  305.591 ,€  313.313 ,€  328.90 ,€  350.636 ,€  359.931 ,€  389.389 ,€  430.716 ,€  441.298 ,€  451.737 ,€  462.319 ,€  472.901 ,€  483.483 ,€  493.922 ,€  508.937 ,€  515.086 ,€  517.803 ,€  520.520 ,523.09,525.81,528.24,530.82,535.54,540.25,542.83,545.26,547.98,550.55,553.27,555.98,567.28,579.29,585.44,591.59,597.45,603.46,608.47,613.47,622.19,635.64,643.21,650.79,658.94,667.10
