Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6,
NL,LU,96,Import,114.85,137.11,155.86,215.63,242.57,297.66,435.93,496.87,699.60,710.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,LU,97,Import,114.85,137.11,155.86,215.63,242.57,297.66,435.93,496.87,699.60,710.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,LU,98,Import,114.85,137.11,155.86,215.63,242.57,297.66,435.93,496.87,699.60,710.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,LU,99,Import,114.85,137.11,155.86,215.63,242.57,297.66,435.93,496.87,699.60,710.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,LV,10,Import,117.67,160.66,188.95,300.96,347.34,434.46,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,20,Import,117.67,160.66,188.95,300.96,347.34,434.46,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,21,Import,117.67,160.66,188.95,300.96,347.34,434.46,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,30,Import,121.06,167.44,201.40,320.18,371.10,462.74,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,31,Import,121.06,167.44,201.40,320.18,371.10,462.74,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,32,Import,127.85,182.16,218.37,347.34,403.91,500.09,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,33,Import,131.24,190.08,227.42,364.31,424.28,524.98,617.75,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,34,Import,132.37,190.08,228.55,365.44,425.42,527.24,618.89,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,36,Import,132.37,190.08,228.55,365.44,425.42,527.24,618.89,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,37,Import,121.06,167.44,201.40,320.18,371.10,462.74,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,38,Import,127.85,182.16,218.37,347.34,403.91,500.09,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,39,Import,121.06,167.44,201.40,320.18,371.10,462.74,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,40,Import,127.85,182.16,218.37,347.34,403.91,500.09,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,41,Import,127.85,182.16,218.37,347.34,403.91,500.09,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,42,Import,127.85,182.16,218.37,347.34,403.91,500.09,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,43,Import,132.37,190.08,228.55,365.44,425.42,527.24,618.89,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,44,Import,131.24,190.08,227.42,364.31,424.28,524.98,617.75,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,45,Import,132.37,190.08,228.55,365.44,425.42,527.24,618.89,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,46,Import,132.37,190.08,228.55,365.44,425.42,527.24,618.89,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,48,Import,131.24,190.08,227.42,364.31,424.28,524.98,617.75,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,51,Import,127.85,182.16,218.37,347.34,403.91,500.09,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,52,Import,127.85,182.16,218.37,347.34,403.91,500.09,583.81,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,53,Import,132.37,190.08,228.55,365.44,425.42,527.24,618.89,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,54,Import,132.37,190.08,228.55,365.44,425.42,527.24,618.89,627.93,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,56,Import,135.77,199.13,238.74,377.89,438.99,539.68,632.46,642.65,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,LV,57,Import,135.77,199.13,238.74,377.89,438.99,539.68,632.46,642.65,694.69,716.19,802.17,846.30,885.90,961.70,"1,000.17","1,074.84","1,111.05",
NL,NO,00,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,01,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,02,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,03,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,04,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,05,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,06,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,07,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,08,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,09,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,10,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,11,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,12,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,510.93,554.29,577.73,608.20,636.32,737.10,786.32,885.92,935.15,
NL,NO,13,Import,132.43,173.44,198.05,304.68,345.70,430.07,655.07,757.02,960.93,976.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NL,NO,14,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,516.79,570.69,595.31,626.95,655.07,757.02,806.24,907.02,957.41,
NL,NO,15,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,584.76,595.31,626.95,655.07,757.02,806.24,907.02,957.41,
NL,NO,16,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,17,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,18,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,19,Import,160.54,222.65,266.01,406.63,460.55,569.53,639.84,650.38,671.48,682.02,703.12,713.67,725.38,782.81,833.19,936.32,987.88,
NL,NO,20,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,21,Import,159.38,217.96,258.98,385.55,430.07,512.10,567.18,576.55,595.31,631.63,655.07,686.71,713.67,813.28,862.49,962.10,"1,011.33",
NL,NO,22,Import,132.43,173.44,198.05,304.68,345.70,430.07,486.33,494.52,536.72,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,23,Import,159.38,217.96,258.98,385.55,430.07,512.10,567.18,576.55,595.31,604.68,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,24,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,739.45,751.16,774.60,786.32,799.20,849.60,903.50,"1,014.83","1,069.91",
NL,NO,25,Import,161.72,226.17,273.05,426.56,486.33,605.84,682.02,692.56,713.67,739.45,773.43,819.14,858.98,"1,007.80","1,080.46","1,216.40","1,279.67",
NL,NO,26,Import,160.54,222.65,266.01,406.63,460.55,569.53,639.84,650.38,671.48,682.02,703.12,713.67,725.38,813.28,862.49,962.10,"1,011.33",
NL,NO,27,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,28,Import,159.38,217.96,258.98,385.55,430.07,512.10,567.18,576.55,595.31,631.63,655.07,686.71,713.67,813.28,862.49,962.10,"1,011.33",
NL,NO,29,Import,159.38,217.96,258.98,385.55,430.07,512.10,567.18,576.55,595.31,631.63,655.07,686.71,713.67,813.28,862.49,962.10,"1,011.33",
NL,NO,30,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,31,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,32,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,33,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,573.04,631.63,655.07,686.71,713.67,813.28,862.49,962.10,"1,011.33",
NL,NO,34,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,573.04,631.63,655.07,686.71,713.67,813.28,862.49,962.10,"1,011.33",
NL,NO,35,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,575.38,594.13,619.92,650.38,678.51,782.81,833.19,936.32,987.88,
NL,NO,36,Import,160.54,222.65,266.01,406.63,460.55,569.53,639.84,650.38,671.48,682.02,703.12,707.81,738.27,849.60,903.50,"1,014.83","1,069.91",
NL,NO,37,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,573.04,631.63,655.07,686.71,713.67,813.28,862.49,962.10,"1,011.33",
NL,NO,38,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,39,Import,142.96,192.19,225.00,346.87,393.74,486.33,547.26,556.64,573.04,631.63,655.07,686.71,713.67,813.28,862.49,962.10,"1,011.33",
NL,NO,40,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,41,Import,182.81,271.87,330.46,519.14,592.96,737.10,827.34,840.22,866.01,880.07,908.19,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,42,Import,182.81,271.87,330.46,519.14,592.96,737.10,827.34,840.22,866.01,880.07,908.19,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,43,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,44,Import,161.72,226.17,273.05,426.56,486.33,605.84,682.02,692.56,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,45,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,46,Import,161.72,226.17,273.05,426.56,486.33,605.84,682.02,692.56,713.67,739.45,773.43,819.14,858.98,"1,007.80","1,080.46","1,216.40","1,279.67",
NL,NO,47,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,48,Import,161.72,226.17,273.05,426.56,486.33,605.84,682.02,692.56,713.67,739.45,773.43,819.14,858.98,"1,007.80","1,080.46","1,216.40","1,279.67",
NL,NO,49,Import,173.44,243.75,290.62,448.82,510.93,636.32,717.18,728.89,752.33,764.05,787.49,819.14,858.98,"1,007.80","1,080.46","1,216.40","1,279.67",
NL,NO,50,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,51,Import,173.44,243.75,290.62,448.82,510.93,636.32,849.60,985.53,"1,246.87","1,342.96","1,378.11","1,427.33","1,471.86","1,633.58","1,714.44","1,876.15","1,957.01",
NL,NO,52,Import,173.44,243.75,290.62,448.82,510.93,636.32,849.60,985.53,"1,246.87","1,342.96","1,378.11","1,427.33","1,471.86","1,633.58","1,714.44","1,876.15","1,957.01",
NL,NO,53,Import,182.81,271.87,330.46,519.14,592.96,737.10,873.04,"1,011.33","1,292.57","1,342.96","1,378.11","1,427.33","1,471.86","1,633.58","1,714.44","1,876.15","1,957.01",
NL,NO,54,Import,182.81,271.87,330.46,519.14,592.96,737.10,873.04,"1,011.33","1,292.57","1,342.96","1,378.11","1,427.33","1,471.86","1,633.58","1,714.44","1,876.15","1,957.01",
NL,NO,55,Import,173.44,243.75,290.62,448.82,510.93,636.32,849.60,985.53,"1,246.87","1,342.96","1,378.11","1,427.33","1,471.86","1,633.58","1,714.44","1,876.15","1,957.01",
NL,NO,56,Import,182.81,271.87,330.46,519.14,592.96,737.10,873.04,"1,011.33","1,292.57","1,342.96","1,378.11","1,427.33","1,471.86","1,633.58","1,714.44","1,876.15","1,957.01",
NL,NO,57,Import,173.44,243.75,290.62,448.82,510.93,636.32,717.18,728.89,752.33,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,58,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,59,Import,196.88,302.35,369.14,581.24,664.44,827.34,970.31,989.06,"1,209.36","1,342.96","1,378.11","1,427.33","1,471.86","1,633.58","1,714.44","1,876.15","1,957.01",
NL,NO,60,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,61,Import,173.44,243.75,290.62,448.82,510.93,636.32,849.60,985.53,"1,246.87","1,430.85","1,469.52","1,521.08","1,569.13","1,743.74","1,829.27","2,002.72","2,090.61",
NL,NO,62,Import,182.81,271.87,330.46,519.14,592.96,737.10,849.60,985.53,"1,246.87","1,449.59","1,488.26","1,539.83","1,586.70","1,758.96","1,845.69","2,016.77","2,103.50",
NL,NO,63,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,64,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,65,Import,173.44,243.75,290.62,448.82,510.93,636.32,849.60,985.53,"1,246.87","1,430.85","1,469.52","1,521.08","1,569.13","1,743.74","1,829.27","2,002.72","2,090.61",
NL,NO,66,Import,194.52,295.30,357.42,540.22,609.37,746.47,937.49,"1,105.07","1,393.34","1,449.59","1,488.26","1,539.83","1,586.70","1,758.96","1,845.69","2,016.77","2,103.50",
NL,NO,67,Import,194.52,295.30,357.42,540.22,609.37,746.47,937.49,"1,105.07","1,393.34","1,430.85","1,469.52","1,521.08","1,569.13","1,743.74","1,829.27","2,002.72","2,090.61",
NL,NO,68,Import,173.44,243.75,290.62,448.82,510.93,636.32,849.60,985.53,"1,246.87","1,449.59","1,488.26","1,539.83","1,586.70","1,758.96","1,845.69","2,016.77","2,103.50",
NL,NO,69,Import,194.52,295.30,357.42,540.22,609.37,746.47,873.04,"1,011.33","1,292.57","1,430.85","1,469.52","1,521.08","1,569.13","1,743.74","1,829.27","2,002.72","2,090.61",
NL,NO,70,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,71,Import,194.52,295.30,357.42,540.22,609.37,746.47,937.49,"1,105.07","1,393.34","1,449.59","1,488.26","1,539.83","1,586.70","1,758.96","1,845.69","2,016.77","2,103.50",
NL,NO,72,Import,182.81,271.87,330.46,519.14,592.96,737.10,873.04,"1,011.33","1,292.57","1,449.59","1,488.26","1,539.83","1,586.70","1,758.96","1,845.69","2,016.77","2,103.50",
NL,NO,73,Import,173.44,243.75,290.62,448.82,510.93,636.32,849.60,985.53,"1,246.87","1,449.59","1,488.26","1,539.83","1,586.70","1,758.96","1,845.69","2,016.77","2,103.50",
NL,NO,74,Import,162.89,229.68,276.56,435.93,498.04,624.61,704.29,716.00,738.27,832.03,869.52,921.08,966.79,"1,136.71","1,209.36","1,352.34","1,423.81",
NL,NO,75,Import,173.44,243.75,290.62,448.82,510.93,636.32,849.60,985.53,"1,246.87","1,449.59","1,488.26","1,539.83","1,586.70","1,758.96","1,845.69","2,016.77","2,103.50",
NL,NO,76,Import,173.44,243.75,290.62,448.82,510.93,636.32,873.04,"1,011.33","1,292.57","1,449.59","1,488.26","1,539.83","1,586.70","1,758.96","1,845.69","2,016.77","2,103.50",
NL,NO,77,Import,182.81,271.87,330.46,519.14,592.96,737.10,873.04,"1,011.33","1,292.57","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,78,Import,182.81,271.87,330.46,519.14,592.96,737.10,873.04,"1,011.33","1,292.57","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,79,Import,195.69,299.99,366.80,577.73,660.93,822.65,"1,003.11","1,216.40","1,362.88","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,80,Import,182.81,271.87,330.46,519.14,592.96,737.10,958.59,973.81,"1,168.35","1,280.85","1,324.20","1,385.14","1,441.39","1,646.46","1,747.24","1,951.15","2,054.28",
NL,NO,81,Import,248.43,394.92,486.33,754.68,858.98,"1,069.91","1,199.99","1,218.74","1,316.01","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,82,Import,196.88,302.35,369.14,581.24,664.44,827.34,"1,071.09","1,089.84","1,316.01","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,83,Import,200.38,309.37,378.51,592.96,676.16,835.54,"1,080.46","1,102.72","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,84,Import,200.38,309.37,378.51,592.96,676.16,835.54,978.50,994.91,"1,195.29","1,314.82","1,357.02","1,414.43","1,467.16","1,661.71","1,757.80","1,949.98","2,047.23",
NL,NO,85,Import,200.38,311.72,383.19,615.23,708.98,898.81,"1,080.46","1,102.72","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,86,Import,195.69,299.99,366.80,577.73,660.93,822.65,"1,003.11","1,216.40","1,362.88","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,87,Import,248.43,394.92,486.33,754.68,858.98,"1,069.91","1,199.99","1,218.74","1,316.01","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,88,Import,200.38,309.37,378.51,592.96,676.16,835.54,"1,071.09","1,089.84","1,316.01","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,89,Import,195.69,299.99,366.80,577.73,660.93,822.65,"1,071.09","1,089.84","1,316.01","1,463.66","1,515.22","1,586.70","1,652.33","1,892.56","2,010.92","2,249.97","2,370.68",
NL,NO,90,Import,200.38,311.72,383.19,615.23,708.98,898.81,"1,016.00","1,032.41","1,195.29","1,314.82","1,357.02","1,414.43","1,467.16","1,661.71","1,757.80","1,949.98","2,047.23",
NL,NO,91,Import,256.64,403.13,494.52,766.40,871.86,"1,083.97","1,216.40","1,235.14","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,92,Import,200.38,311.72,383.19,615.23,708.98,898.81,"1,080.46","1,102.72","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,93,Import,248.43,394.92,486.33,754.68,858.98,"1,069.91","1,199.99","1,218.74","1,256.24","1,314.82","1,357.02","1,414.43","1,467.16","1,661.71","1,757.80","1,949.98","2,047.23",
NL,NO,94,Import,200.38,309.37,378.51,592.96,676.16,835.54,"1,080.46","1,102.72","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,95,Import,248.43,394.92,486.33,754.68,858.98,"1,069.91","1,199.99","1,218.74","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,96,Import,250.78,398.43,489.84,760.54,866.01,"1,076.95","1,208.18","1,226.93","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,97,Import,256.64,403.13,494.52,766.40,871.86,"1,083.97","1,216.40","1,235.14","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,98,Import,258.98,406.63,498.04,771.09,877.73,"1,092.17","1,225.76","1,244.51","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,NO,99,Import,258.98,406.63,498.04,771.09,877.73,"1,092.17","1,225.76","1,244.51","1,353.50","1,518.73","1,564.44","1,626.55","1,683.97","1,893.73","1,995.68","2,205.44","2,309.73",
NL,PL,00,Import,97.30,130.12,149.35,234.20,270.41,333.77,556.66,597.39,650.57,667.54,718.45,753.53,785.20,851.95,885.90,953.78,986.59,
NL,PL,01,Import,97.30,130.12,149.35,234.20,270.41,333.77,556.66,597.39,650.57,667.54,718.45,753.53,785.20,851.95,885.90,953.78,986.59,
NL,PL,02,Import,97.30,130.12,149.35,234.20,270.41,333.77,556.66,597.39,650.57,667.54,718.45,753.53,785.20,851.95,885.90,953.78,986.59,
NL,PL,03,Import,97.30,130.12,149.35,234.20,270.41,333.77,556.66,597.39,650.57,667.54,718.45,753.53,785.20,851.95,885.90,953.78,986.59,
NL,PL,04,Import,97.30,130.12,149.35,234.20,270.41,333.77,556.66,597.39,650.57,667.54,718.45,753.53,785.20,851.95,885.90,953.78,986.59,
NL,PL,05,Import,101.82,138.03,160.66,252.30,293.04,359.79,556.66,597.39,650.57,667.54,718.45,753.53,785.20,851.95,885.90,953.78,986.59,
NL,PL,06,Import,109.75,152.75,178.76,280.59,326.97,399.38,538.55,579.28,634.73,650.57,718.45,752.40,785.20,851.95,885.90,953.78,986.59,
NL,PL,07,Import,109.75,152.75,178.76,280.59,326.97,399.38,530.64,571.36,626.80,643.78,710.53,746.74,780.68,849.70,884.77,953.78,986.59,
NL,PL,08,Import,109.75,152.75,178.76,280.59,326.97,399.38,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,09,Import,109.75,152.75,178.76,280.59,326.97,399.38,556.66,597.39,650.57,667.54,718.45,753.53,785.20,851.95,885.90,953.78,986.59,
NL,PL,10,Import,109.75,153.87,179.90,282.85,329.25,401.65,569.10,610.97,665.27,682.24,753.53,789.73,824.81,894.96,931.16,"1,002.43","1,037.50",
NL,PL,11,Import,110.88,156.14,183.29,287.38,334.90,408.45,569.10,610.97,665.27,682.24,753.53,789.73,824.81,894.96,931.16,"1,002.43","1,037.50",
NL,PL,12,Import,109.75,153.87,179.90,282.85,329.25,401.65,569.10,610.97,665.27,682.24,753.53,789.73,824.81,894.96,931.16,"1,002.43","1,037.50",
NL,PL,13,Import,109.75,152.75,179.90,281.71,328.11,400.52,569.10,610.97,665.27,682.24,753.53,789.73,824.81,894.96,931.16,"1,002.43","1,037.50",
NL,PL,14,Import,110.88,156.14,183.29,287.38,334.90,408.45,569.10,610.97,665.27,682.24,753.53,789.73,824.81,894.96,931.16,"1,002.43","1,037.50",
NL,PL,15,Import,109.75,153.87,179.90,282.85,329.25,401.65,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,16,Import,110.88,156.14,183.29,287.38,334.90,408.45,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,17,Import,109.75,153.87,179.90,282.85,329.25,401.65,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,18,Import,109.75,152.75,179.90,281.71,328.11,400.52,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,19,Import,110.88,156.14,183.29,287.38,334.90,408.45,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,20,Import,109.75,152.75,179.90,281.71,328.11,400.52,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,21,Import,109.75,152.75,179.90,281.71,328.11,400.52,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,22,Import,110.88,156.14,183.29,287.38,334.90,408.45,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,23,Import,110.88,156.14,183.29,287.38,334.90,408.45,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
NL,PL,24,Import,109.75,152.75,179.90,281.71,328.11,400.52,635.86,677.72,739.95,760.32,840.64,884.77,925.50,"1,009.22","1,051.08","1,133.67","1,173.27",
