Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6,
NL,AT,10,Import,117.18,161.72,189.84,296.48,344.53,424.21,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,11,Import,117.18,161.72,189.84,296.48,344.53,424.21,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,12,Import,117.18,161.72,189.84,296.48,344.53,424.21,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,13,Import,117.18,161.72,189.84,296.48,344.53,424.21,530.86,571.87,631.63,650.38,727.72,769.91,803.90,870.70,904.67,971.48,"1,003.11",
NL,AT,20,Import,117.18,162.89,191.01,299.99,350.39,430.07,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,21,Import,117.18,161.72,189.84,296.48,344.53,424.21,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,22,Import,117.18,161.72,189.84,296.48,344.53,424.21,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,23,Import,117.18,161.72,189.84,296.48,344.53,424.21,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,24,Import,117.18,161.72,189.84,296.48,344.53,424.21,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,25,Import,117.18,161.72,189.84,296.48,344.53,424.21,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,26,Import,117.18,161.72,189.84,296.48,344.53,424.21,530.86,571.87,631.63,650.38,727.72,769.91,803.90,870.70,904.67,971.48,"1,003.11",
NL,AT,27,Import,117.18,162.89,191.01,299.99,350.39,430.07,529.68,570.69,628.11,646.86,723.04,762.88,794.53,858.98,891.79,956.24,987.88,
NL,AT,28,Import,117.18,162.89,191.01,299.99,350.39,430.07,509.76,549.60,605.84,623.42,696.09,734.75,769.91,830.85,862.49,924.60,955.06,
NL,AT,30,Import,116.01,161.72,188.67,295.30,342.18,419.53,505.07,541.40,595.31,612.89,665.63,703.12,735.94,800.39,830.85,889.44,917.57,
NL,AT,31,Import,116.01,160.54,188.67,294.14,341.01,417.19,505.07,541.40,595.31,612.89,665.63,703.12,735.94,800.39,830.85,889.44,917.57,
NL,AT,32,Import,116.01,160.54,188.67,294.14,341.01,417.19,505.07,541.40,595.31,612.89,665.63,703.12,735.94,800.39,830.85,889.44,917.57,
NL,AT,33,Import,116.01,160.54,188.67,294.14,341.01,417.19,499.21,537.89,592.96,610.54,682.02,719.52,753.52,816.78,847.26,908.19,937.49,
NL,AT,34,Import,116.01,161.72,188.67,295.30,342.18,419.53,505.07,541.40,595.31,612.89,665.63,703.12,735.94,800.39,830.85,889.44,917.57,
NL,AT,35,Import,116.01,161.72,188.67,295.30,342.18,419.53,505.07,541.40,595.31,612.89,665.63,703.12,735.94,800.39,830.85,889.44,917.57,
NL,AT,36,Import,116.01,160.54,188.67,294.14,341.01,417.19,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,37,Import,117.18,161.72,189.84,296.48,344.53,424.21,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,38,Import,116.01,161.72,188.67,295.30,342.18,419.53,505.07,541.40,595.31,612.89,665.63,703.12,735.94,800.39,830.85,889.44,917.57,
NL,AT,39,Import,116.01,161.72,188.67,295.30,342.18,419.53,496.87,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,40,Import,116.01,160.54,187.50,291.79,337.50,413.67,486.33,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,41,Import,116.01,160.54,188.67,294.14,341.01,417.19,493.35,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,42,Import,116.01,160.54,187.50,291.79,337.50,413.67,486.33,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,43,Import,116.01,160.54,187.50,291.79,337.50,413.67,486.33,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,44,Import,116.01,160.54,188.67,294.14,341.01,417.19,493.35,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,45,Import,116.01,160.54,188.67,294.14,341.01,417.19,493.35,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,46,Import,107.80,144.14,167.58,262.50,302.35,371.48,475.77,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,47,Import,107.80,144.14,167.58,262.50,302.35,371.48,475.77,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,48,Import,107.80,144.14,167.58,262.50,302.35,371.48,475.77,509.76,561.33,576.55,626.95,662.10,693.74,759.37,789.83,844.91,871.86,
NL,AT,49,Import,107.80,144.14,167.58,262.50,302.35,371.48,496.87,533.20,585.93,602.34,655.07,690.23,723.04,788.67,819.14,876.55,904.67,
NL,AT,50,Import,116.01,160.54,187.50,291.79,337.50,413.67,496.87,533.20,585.93,602.34,655.07,690.23,723.04,788.67,819.14,876.55,904.67,
NL,AT,51,Import,116.01,160.54,187.50,291.79,337.50,413.67,496.87,533.20,585.93,602.34,655.07,690.23,723.04,788.67,819.14,876.55,904.67,
NL,AT,52,Import,116.01,160.54,187.50,291.79,337.50,413.67,496.87,533.20,585.93,602.34,655.07,690.23,723.04,788.67,819.14,876.55,904.67,
NL,AT,53,Import,116.01,160.54,187.50,291.79,337.50,413.67,496.87,533.20,585.93,602.34,655.07,690.23,723.04,788.67,819.14,876.55,904.67,
NL,AT,54,Import,116.01,160.54,187.50,291.79,337.50,413.67,499.21,537.89,592.96,610.54,682.02,719.52,753.52,816.78,847.26,908.19,937.49,
NL,AT,55,Import,116.01,161.72,188.67,295.30,342.18,419.53,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,56,Import,116.01,161.72,188.67,295.30,342.18,419.53,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,57,Import,116.01,161.72,188.67,295.30,342.18,419.53,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,60,Import,117.18,161.72,189.84,296.48,344.53,424.21,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,61,Import,117.18,161.72,189.84,296.48,344.53,424.21,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,62,Import,117.18,161.72,189.84,296.48,344.53,424.21,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,63,Import,117.18,161.72,189.84,296.48,344.53,424.21,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,64,Import,117.18,161.72,189.84,296.48,344.53,424.21,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,65,Import,117.18,161.72,189.84,296.48,344.53,424.21,508.59,546.09,602.34,619.92,693.74,731.25,766.40,828.50,860.15,921.08,950.37,
NL,AT,66,Import,117.18,161.72,189.84,296.48,344.53,424.21,505.07,525.00,576.55,592.96,644.53,679.68,712.50,778.12,807.41,864.84,892.96,
NL,AT,67,Import,117.18,162.89,191.01,299.99,350.39,430.07,515.62,537.89,592.96,610.54,682.02,719.52,753.52,816.78,847.26,908.19,937.49,
NL,AT,68,Import,117.18,162.89,191.01,299.99,350.39,430.07,515.62,537.89,592.96,610.54,682.02,719.52,753.52,816.78,847.26,908.19,937.49,
NL,AT,69,Import,117.18,162.89,191.01,299.99,350.39,430.07,515.62,537.89,592.96,610.54,682.02,719.52,753.52,816.78,847.26,908.19,937.49,
NL,AT,70,Import,117.18,162.89,191.01,299.99,350.39,430.07,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,71,Import,117.18,162.89,191.01,299.99,350.39,430.07,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,72,Import,117.18,162.89,191.01,299.99,350.39,430.07,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,73,Import,117.18,162.89,191.01,299.99,350.39,430.07,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,74,Import,117.18,162.89,191.01,299.99,350.39,430.07,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,75,Import,117.18,162.89,191.01,299.99,350.39,430.07,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,80,Import,117.18,161.72,189.84,296.48,344.53,424.21,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,81,Import,117.18,161.72,189.84,296.48,344.53,424.21,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,82,Import,117.18,161.72,189.84,296.48,344.53,424.21,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,83,Import,117.18,161.72,189.84,296.48,344.53,424.21,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,84,Import,117.18,161.72,189.84,296.48,344.53,424.21,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,85,Import,117.18,161.72,189.84,296.48,344.53,424.21,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,86,Import,117.18,161.72,189.84,296.48,344.53,424.21,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,87,Import,116.01,161.72,188.67,295.30,342.18,419.53,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,88,Import,117.18,161.72,189.84,296.48,344.53,424.21,551.95,594.13,655.07,675.00,754.68,793.34,828.50,897.65,933.97,"1,003.11","1,035.93",
NL,AT,89,Import,117.18,161.72,189.84,296.48,344.53,424.21,564.84,608.20,673.82,693.74,775.76,815.61,851.94,925.77,965.62,"1,040.62","1,076.95",
NL,AT,90,Import,117.18,162.89,191.01,299.99,350.39,430.07,568.35,612.89,677.34,697.25,780.45,820.30,856.63,932.80,971.48,"1,046.48","1,082.80",
NL,AT,91,Import,117.18,161.72,189.84,296.48,344.53,424.21,568.35,612.89,677.34,697.25,780.45,820.30,856.63,932.80,971.48,"1,046.48","1,082.80",
NL,AT,92,Import,117.18,162.89,191.01,299.99,350.39,430.07,554.29,597.65,658.58,678.51,759.37,799.20,834.36,903.50,938.66,"1,008.97","1,044.13",
NL,AT,93,Import,117.18,161.72,189.84,296.48,344.53,424.21,568.35,612.89,677.34,697.25,780.45,820.30,856.63,932.80,971.48,"1,046.48","1,082.80",
NL,AT,94,Import,117.18,162.89,191.01,299.99,350.39,430.07,568.35,612.89,677.34,697.25,780.45,820.30,856.63,932.80,971.48,"1,046.48","1,082.80",
NL,AT,95,Import,117.18,161.72,189.84,296.48,344.53,424.21,568.35,612.89,677.34,697.25,780.45,820.30,856.63,932.80,971.48,"1,046.48","1,082.80",
NL,AT,96,Import,117.18,162.89,191.01,299.99,350.39,430.07,568.35,612.89,677.34,697.25,780.45,820.30,856.63,932.80,971.48,"1,046.48","1,082.80",
NL,AT,97,Import,117.18,162.89,191.01,299.99,350.39,430.07,568.35,612.89,677.34,697.25,780.45,820.30,856.63,932.80,971.48,"1,046.48","1,082.80",
NL,AT,98,Import,117.18,162.89,191.01,299.99,350.39,430.07,568.35,612.89,677.34,697.25,780.45,820.30,856.63,932.80,971.48,"1,046.48","1,082.80",
NL,AT,99,Import,117.18,162.89,191.01,299.99,350.39,430.07,573.04,616.40,682.02,701.94,785.14,824.99,862.49,937.49,977.33,"1,053.51","1,089.84",
NL,BE,10,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,11,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,12,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,13,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,14,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,15,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,16,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,"€ 84,75"
NL,BE,17,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,"€ 94,17"
NL,BE,18,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,"€ 100,81"
NL,BE,19,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,"€ 165,91"
NL,BE,20,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,"€ 189,36"
NL,BE,21,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,"€ 248,71"
NL,BE,22,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,23,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,24,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,25,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,26,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,28,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,29,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,30,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,31,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,32,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,33,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,34,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,274.22,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,35,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,270.70,296.48,312.88,324.60,330.46,336.32,348.04,353.90,365.61,371.48,
NL,BE,36,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,270.70,296.48,312.88,324.60,330.46,336.32,348.04,353.90,365.61,371.48,
NL,BE,37,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,270.70,296.48,312.88,324.60,330.46,336.32,348.04,353.90,365.61,371.48,
NL,BE,38,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,270.70,296.48,312.88,324.60,330.46,336.32,348.04,353.90,365.61,371.48,
NL,BE,39,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,270.70,296.48,312.88,324.60,330.46,336.32,348.04,353.90,365.61,371.48,
NL,BE,40,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,41,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,42,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,43,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,44,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,45,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,46,Import,79.69,100.78,119.53,173.44,198.05,233.21,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,47,Import,79.69,100.78,119.53,173.44,198.05,233.21,281.25,295.30,324.60,342.18,353.90,359.76,365.61,377.34,383.19,394.92,401.95,
NL,BE,48,Import,79.69,100.78,119.53,173.44,198.05,233.21,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,49,Import,79.69,100.78,119.53,173.44,198.05,233.21,281.25,295.30,324.60,342.18,353.90,359.76,365.61,377.34,383.19,394.92,401.95,
NL,BE,50,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,51,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,53,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,55,Import,79.69,100.78,119.53,173.44,198.05,233.21,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,56,Import,79.69,100.78,119.53,173.44,198.05,233.21,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,60,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,61,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,62,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,64,Import,79.69,100.78,119.53,173.44,198.05,233.21,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,65,Import,79.69,100.78,119.53,173.44,198.05,233.21,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,66,Import,82.03,103.12,123.05,178.12,205.08,244.92,287.10,295.30,324.60,342.18,353.90,359.76,365.61,377.34,383.19,394.92,401.95,
NL,BE,67,Import,82.03,103.12,123.05,178.12,205.08,244.92,287.10,295.30,324.60,342.18,353.90,359.76,365.61,377.34,383.19,394.92,401.95,
NL,BE,68,Import,82.03,103.12,123.05,178.12,205.08,244.92,287.10,295.30,324.60,342.18,353.90,359.76,365.61,377.34,383.19,394.92,401.95,
NL,BE,69,Import,82.03,103.12,123.05,178.12,205.08,244.92,287.10,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,70,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,71,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,73,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,75,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,76,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,77,Import,79.69,100.78,119.53,173.44,198.05,233.21,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,78,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,79,Import,78.51,99.61,116.01,169.92,194.52,227.34,275.39,288.28,317.57,335.15,346.87,352.73,358.59,370.30,376.17,387.88,393.74,
NL,BE,80,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,82,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,83,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,84,Import,79.69,100.78,119.53,173.44,198.05,233.21,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,85,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,86,Import,79.69,100.78,119.53,173.44,198.05,233.21,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,87,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,88,Import,78.51,99.61,116.01,169.92,194.52,227.34,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,89,Import,79.69,100.78,119.53,173.44,198.05,233.21,276.56,290.62,319.92,336.32,348.04,353.90,359.76,371.48,377.34,389.05,394.92,
NL,BE,90,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,91,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,92,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,93,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,94,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,95,Import,76.18,97.27,113.67,159.38,185.16,217.96,257.81,269.53,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,96,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,277.72,303.52,319.92,331.64,337.50,343.36,355.08,360.93,372.66,378.51,
NL,BE,97,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,274.22,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,98,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,274.22,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BE,99,Import,78.51,99.61,116.01,169.92,194.52,227.34,269.53,274.22,294.14,310.54,321.10,326.95,332.81,344.53,350.39,362.11,367.97,
NL,BG,10,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,11,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,12,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,13,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,14,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,15,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,16,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,17,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,18,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,19,Import,125.60,188.95,229.68,368.84,425.42,532.90,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
NL,BG,20,Import,132.37,200.27,243.24,388.09,446.91,555.52,712.79,769.36,833.86,877.97,971.89,"1,022.80","1,070.32","1,167.63","1,217.40","1,313.58","1,362.22",
