Zone Netherlands,Country,ZIP,Flow,LDM-0.4,LDM-0.5,LDM-0.6,LDM-0.7,LDM-0.8,LDM-0.9,LDM-1.0,LDM-1.1,LDM-1.2,LDM-1.3,LDM-1.4,LDM-1.5,LDM-1.6,LDM-1.7,LDM-1.8,LDM-1.9,LDM-2.0,LDM-2.1,LDM-2.2,LDM-2.3,LDM-2.4,LDM-2.5,LDM-2.6,LDM-2.7,LDM-2.8,LDM-2.9,LDM-3.0,LDM-3.1,LDM-3.2,LDM-3.3,LDM-3.4,LDM-3.5,LDM-3.6,LDM-3.7,LDM-3.8,LDM-3.9,LDM-4.0,LDM-4.1,LDM-4.2,LDM-4.3,LDM-4.4,LDM-4.5,LDM-4.6,LDM-4.7,LDM-4.8,LDM-4.9,LDM-5.0,LDM-5.1,LDM-5.2,LDM-5.3,LDM-5.4,LDM-5.5,LDM-5.6,LDM-5.7,LDM-5.8,LDM-5.9,LDM-6.0
NL,NO,43,Export,€340,€364,€371,€375,€375,€383,€394,€410,€424,€460,€495,€531,€566,€601,€637,€672,€707,€743,€778,€814,€849,€884,€920,€955,€990,"€1,026","€1,061","€1,097","€1,132","€1,167","€1,203","€1,238","€1,273","€1,309","€1,344","€1,379","€1,415","€1,450","€1,486","€1,521","€1,556","€1,592","€1,627","€1,662","€1,698","€1,733","€1,769","€1,804","€1,839","€1,875","€1,910","€1,945","€1,981","€2,016","€2,052","€2,087","€2,122"
NL,NO,44,Export,€340,€364,€371,€375,€375,€383,€394,€410,€424,€460,€495,€531,€566,€601,€637,€672,€707,€743,€778,€814,€849,€884,€920,€955,€990,"€1,026","€1,061","€1,097","€1,132","€1,167","€1,203","€1,238","€1,273","€1,309","€1,344","€1,379","€1,415","€1,450","€1,486","€1,521","€1,556","€1,592","€1,627","€1,662","€1,698","€1,733","€1,769","€1,804","€1,839","€1,875","€1,910","€1,945","€1,981","€2,016","€2,052","€2,087","€2,122"
NL,NO,45,Export,€326,€349,€356,€360,€360,€368,€379,€394,€408,€442,€476,€509,€543,€577,€611,€645,€679,€713,€747,€781,€815,€849,€883,€917,€951,€985,"€1,019","€1,053","€1,087","€1,121","€1,155","€1,189","€1,223","€1,257","€1,291","€1,325","€1,359","€1,393","€1,427","€1,461","€1,495","€1,528","€1,562","€1,596","€1,630","€1,664","€1,698","€1,732","€1,766","€1,800","€1,834","€1,868","€1,902","€1,936","€1,970","€2,004","€2,038"
NL,NO,46,Export,€326,€349,€356,€360,€360,€368,€379,€394,€408,€442,€476,€509,€543,€577,€611,€645,€679,€713,€747,€781,€815,€849,€883,€917,€951,€985,"€1,019","€1,053","€1,087","€1,121","€1,155","€1,189","€1,223","€1,257","€1,291","€1,325","€1,359","€1,393","€1,427","€1,461","€1,495","€1,528","€1,562","€1,596","€1,630","€1,664","€1,698","€1,732","€1,766","€1,800","€1,834","€1,868","€1,902","€1,936","€1,970","€2,004","€2,038"
NL,NO,47,Export,€326,€349,€356,€360,€360,€368,€379,€394,€408,€442,€476,€509,€543,€577,€611,€645,€679,€713,€747,€781,€815,€849,€883,€917,€951,€985,"€1,019","€1,053","€1,087","€1,121","€1,155","€1,189","€1,223","€1,257","€1,291","€1,325","€1,359","€1,393","€1,427","€1,461","€1,495","€1,528","€1,562","€1,596","€1,630","€1,664","€1,698","€1,732","€1,766","€1,800","€1,834","€1,868","€1,902","€1,936","€1,970","€2,004","€2,038"
NL,NO,48,Export,€326,€349,€356,€360,€360,€368,€379,€394,€408,€442,€476,€509,€543,€577,€611,€645,€679,€713,€747,€781,€815,€849,€883,€917,€951,€985,"€1,019","€1,053","€1,087","€1,121","€1,155","€1,189","€1,223","€1,257","€1,291","€1,325","€1,359","€1,393","€1,427","€1,461","€1,495","€1,528","€1,562","€1,596","€1,630","€1,664","€1,698","€1,732","€1,766","€1,800","€1,834","€1,868","€1,902","€1,936","€1,970","€2,004","€2,038"
NL,NO,50,Export,€365,€391,€399,€403,€404,€412,€424,€441,€457,€495,€533,€571,€609,€647,€685,€723,€761,€799,€837,€875,€913,€951,€989,"€1,027","€1,065","€1,104","€1,142","€1,180","€1,218","€1,256","€1,294","€1,332","€1,370","€1,408","€1,446","€1,484","€1,522","€1,560","€1,598","€1,636","€1,674","€1,712","€1,750","€1,788","€1,827","€1,865","€1,903","€1,941","€1,979","€2,017","€2,055","€2,093","€2,131","€2,169","€2,207","€2,245","€2,283"
NL,NO,60,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,61,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,62,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,63,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,64,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,65,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,66,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,67,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,68,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,69,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,70,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,71,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
NL,NO,72,Export,€378,€404,€412,€417,€417,€426,€438,€456,€472,€511,€551,€590,€629,€669,€708,€747,€787,€826,€865,€905,€944,€983,"€1,023","€1,062","€1,101","€1,141","€1,180","€1,219","€1,259","€1,298","€1,337","€1,377","€1,416","€1,455","€1,495","€1,534","€1,573","€1,613","€1,652","€1,691","€1,731","€1,770","€1,809","€1,848","€1,888","€1,927","€1,966","€2,006","€2,045","€2,084","€2,124","€2,163","€2,202","€2,242","€2,281","€2,320","€2,360"
