Zone Netherlands,Country,ZIP,Flow,LDM-0.4,LDM-0.5,LDM-0.6,LDM-0.7,LDM-0.8,LDM-0.9,LDM-1.00,LDM-1.10,LDM-1.20,LDM-1.30,LDM-1.40,LDM-1.50,LDM-1.60,LDM-1.70,LDM-1.80,LDM-1.90,LDM-2.00,LDM-2.10,LDM-2.20,LDM-2.30,LDM-2.40,LDM-2.50,LDM-2.60,LDM-2.70,LDM-2.80,LDM-2.90,LDM-3.00,LDM-3.10,LDM-3.20,LDM-3.30,LDM-3.40,LDM-3.50,LDM-3.60,LDM-3.70,LDM-3.80,LDM-3.90,LDM-4.00,LDM-4.10,LDM-4.20,LDM-4.30,LDM-4.40,LDM-4.50,LDM-4.60,LDM-4.70,LDM-4.80,LDM-4.90,LDM-5.00,LDM-5.10,LDM-5.20,LDM-5.30,LDM-5.40,LDM-5.50,LDM-5.60,LDM-5.70,LDM-5.80,LDM-5.90,LDM-6.00,LDM-6.10,LDM-6.20,LDM-6.30,LDM-6.40,LDM-6.50,LDM-6.60,LDM-6.70,LDM-6.80,LDM-6.90,LDM-7.00,LDM-7.10,LDM-7.20,LDM-7.30,LDM-7.40,LDM-7.50,LDM-7.60,LDM-7.70,LDM-7.80,LDM-7.90,LDM-8.00,LDM-8.10,LDM-8.20,LDM-8.30,LDM-8.40,LDM-8.50,LDM-8.60,LDM-8.70,LDM-8.80,LDM-8.90,LDM-9.00,LDM-9.10,LDM-9.20,LDM-9.30,LDM-9.40,LDM-9.50,LDM-9.60,LDM-9.70,LDM-9.80,LDM-9.90,LDM-10.00,LDM-10.10,LDM-10.20,LDM-10.30,LDM-10.40,LDM-10.50,LDM-10.60,LDM-10.70,LDM-10.80,LDM-10.90,LDM-11.00
NL13,GB,W,Export,€262.50,€278.25,€294.00,€309.75,€325.50,€341.25,€357.00,€372.75,€388.50,€404.25,€420.00,€435.75,€451.50,€467.25,€483.00,€498.75,€507.50,€519.75,€532.00,€544.25,€556.50,€568.75,€581.00,€593.25,€605.50,€617.75,€630.00,€642.25,€654.50,€666.75,€679.00,€691.25,€703.50,€715.75,€728.00,€740.25,€752.50,€764.75,€777.00,€789.25,€801.50,€813.75,€826.00,€838.25,€850.50,€862.75,€875.00,€887.25,€899.50,€911.75,€924.00,€936.25,€948.50,€960.75,€973.00,€985.25,€997.50,"€1,009.75","€1,022.00","€1,034.25","€1,046.50","€1,058.75","€1,071.00","€1,083.25","€1,095.50","€1,107.75","€1,120.00","€1,132.25","€1,144.50","€1,156.75","€1,169.00","€1,181.25","€1,193.50","€1,205.75","€1,218.00","€1,230.25","€1,242.50","€1,254.75","€1,267.00","€1,279.25","€1,291.50","€1,303.75","€1,316.00","€1,328.25","€1,340.50","€1,352.75","€1,365.00","€1,377.25","€1,389.50","€1,401.75","€1,414.00","€1,426.25","€1,438.50","€1,450.75","€1,463.00","€1,475.25","€1,487.50","€1,499.75","€1,512.00","€1,524.25","€1,536.50","€1,548.75","€1,561.00","€1,573.25","€1,585.50","€1,597.75","€1,610.00"
NL13,GB,WA,Export,€292.50,€310.05,€327.60,€345.15,€362.70,€380.25,€397.80,€415.35,€432.90,€450.45,€468.00,€485.55,€503.10,€520.65,€538.20,€555.75,€565.50,€579.15,€592.80,€606.45,€620.10,€633.75,€647.40,€661.05,€674.70,€688.35,€702.00,€715.65,€729.30,€742.95,€756.60,€770.25,€783.90,€797.55,€811.20,€824.85,€838.50,€852.15,€865.80,€879.45,€893.10,€906.75,€920.40,€934.05,€947.70,€961.35,€975.00,€988.65,"€1,002.30","€1,015.95","€1,029.60","€1,043.25","€1,056.90","€1,070.55","€1,084.20","€1,097.85","€1,111.50","€1,125.15","€1,138.80","€1,152.45","€1,166.10","€1,179.75","€1,193.40","€1,207.05","€1,220.70","€1,234.35","€1,248.00","€1,261.65","€1,275.30","€1,288.95","€1,302.60","€1,316.25","€1,329.90","€1,343.55","€1,357.20","€1,370.85","€1,384.50","€1,398.15","€1,411.80","€1,425.45","€1,439.10","€1,452.75","€1,466.40","€1,480.05","€1,493.70","€1,507.35","€1,521.00","€1,534.65","€1,548.30","€1,561.95","€1,575.60","€1,589.25","€1,602.90","€1,616.55","€1,630.20","€1,643.85","€1,657.50","€1,671.15","€1,684.80","€1,698.45","€1,712.10","€1,725.75","€1,739.40","€1,753.05","€1,766.70","€1,780.35","€1,794.00"
NL13,GB,WC,Export,€262.50,€278.25,€294.00,€309.75,€325.50,€341.25,€357.00,€372.75,€388.50,€404.25,€420.00,€435.75,€451.50,€467.25,€483.00,€498.75,€507.50,€519.75,€532.00,€544.25,€556.50,€568.75,€581.00,€593.25,€605.50,€617.75,€630.00,€642.25,€654.50,€666.75,€679.00,€691.25,€703.50,€715.75,€728.00,€740.25,€752.50,€764.75,€777.00,€789.25,€801.50,€813.75,€826.00,€838.25,€850.50,€862.75,€875.00,€887.25,€899.50,€911.75,€924.00,€936.25,€948.50,€960.75,€973.00,€985.25,€997.50,"€1,009.75","€1,022.00","€1,034.25","€1,046.50","€1,058.75","€1,071.00","€1,083.25","€1,095.50","€1,107.75","€1,120.00","€1,132.25","€1,144.50","€1,156.75","€1,169.00","€1,181.25","€1,193.50","€1,205.75","€1,218.00","€1,230.25","€1,242.50","€1,254.75","€1,267.00","€1,279.25","€1,291.50","€1,303.75","€1,316.00","€1,328.25","€1,340.50","€1,352.75","€1,365.00","€1,377.25","€1,389.50","€1,401.75","€1,414.00","€1,426.25","€1,438.50","€1,450.75","€1,463.00","€1,475.25","€1,487.50","€1,499.75","€1,512.00","€1,524.25","€1,536.50","€1,548.75","€1,561.00","€1,573.25","€1,585.50","€1,597.75","€1,610.00"
NL13,GB,WD,Export,€255.00,€270.30,€285.60,€300.90,€316.20,€331.50,€346.80,€362.10,€377.40,€392.70,€408.00,€423.30,€438.60,€453.90,€469.20,€484.50,€493.00,€504.90,€516.80,€528.70,€540.60,€552.50,€564.40,€576.30,€588.20,€600.10,€612.00,€623.90,€635.80,€647.70,€659.60,€671.50,€683.40,€695.30,€707.20,€719.10,€731.00,€742.90,€754.80,€766.70,€778.60,€790.50,€802.40,€814.30,€826.20,€838.10,€850.00,€861.90,€873.80,€885.70,€897.60,€909.50,€921.40,€933.30,€945.20,€957.10,€969.00,€980.90,€992.80,"€1,004.70","€1,016.60","€1,028.50","€1,040.40","€1,052.30","€1,064.20","€1,076.10","€1,088.00","€1,099.90","€1,111.80","€1,123.70","€1,135.60","€1,147.50","€1,159.40","€1,171.30","€1,183.20","€1,195.10","€1,207.00","€1,218.90","€1,230.80","€1,242.70","€1,254.60","€1,266.50","€1,278.40","€1,290.30","€1,302.20","€1,314.10","€1,326.00","€1,337.90","€1,349.80","€1,361.70","€1,373.60","€1,385.50","€1,397.40","€1,409.30","€1,421.20","€1,433.10","€1,445.00","€1,456.90","€1,468.80","€1,480.70","€1,492.60","€1,504.50","€1,516.40","€1,528.30","€1,540.20","€1,552.10","€1,564.00"
NL13,GB,WF,Export,€277.50,€294.15,€310.80,€327.45,€344.10,€360.75,€377.40,€394.05,€410.70,€427.35,€444.00,€460.65,€477.30,€493.95,€510.60,€527.25,€536.50,€549.45,€562.40,€575.35,€588.30,€601.25,€614.20,€627.15,€640.10,€653.05,€666.00,€678.95,€691.90,€704.85,€717.80,€730.75,€743.70,€756.65,€769.60,€782.55,€795.50,€808.45,€821.40,€834.35,€847.30,€860.25,€873.20,€886.15,€899.10,€912.05,€925.00,€937.95,€950.90,€963.85,€976.80,€989.75,"€1,002.70","€1,015.65","€1,028.60","€1,041.55","€1,054.50","€1,067.45","€1,080.40","€1,093.35","€1,106.30","€1,119.25","€1,132.20","€1,145.15","€1,158.10","€1,171.05","€1,184.00","€1,196.95","€1,209.90","€1,222.85","€1,235.80","€1,248.75","€1,261.70","€1,274.65","€1,287.60","€1,300.55","€1,313.50","€1,326.45","€1,339.40","€1,352.35","€1,365.30","€1,378.25","€1,391.20","€1,404.15","€1,417.10","€1,430.05","€1,443.00","€1,455.95","€1,468.90","€1,481.85","€1,494.80","€1,507.75","€1,520.70","€1,533.65","€1,546.60","€1,559.55","€1,572.50","€1,585.45","€1,598.40","€1,611.35","€1,624.30","€1,637.25","€1,650.20","€1,663.15","€1,676.10","€1,689.05","€1,702.00"
NL13,GB,WN,Export,€292.50,€310.05,€327.60,€345.15,€362.70,€380.25,€397.80,€415.35,€432.90,€450.45,€468.00,€485.55,€503.10,€520.65,€538.20,€555.75,€565.50,€579.15,€592.80,€606.45,€620.10,€633.75,€647.40,€661.05,€674.70,€688.35,€702.00,€715.65,€729.30,€742.95,€756.60,€770.25,€783.90,€797.55,€811.20,€824.85,€838.50,€852.15,€865.80,€879.45,€893.10,€906.75,€920.40,€934.05,€947.70,€961.35,€975.00,€988.65,"€1,002.30","€1,015.95","€1,029.60","€1,043.25","€1,056.90","€1,070.55","€1,084.20","€1,097.85","€1,111.50","€1,125.15","€1,138.80","€1,152.45","€1,166.10","€1,179.75","€1,193.40","€1,207.05","€1,220.70","€1,234.35","€1,248.00","€1,261.65","€1,275.30","€1,288.95","€1,302.60","€1,316.25","€1,329.90","€1,343.55","€1,357.20","€1,370.85","€1,384.50","€1,398.15","€1,411.80","€1,425.45","€1,439.10","€1,452.75","€1,466.40","€1,480.05","€1,493.70","€1,507.35","€1,521.00","€1,534.65","€1,548.30","€1,561.95","€1,575.60","€1,589.25","€1,602.90","€1,616.55","€1,630.20","€1,643.85","€1,657.50","€1,671.15","€1,684.80","€1,698.45","€1,712.10","€1,725.75","€1,739.40","€1,753.05","€1,766.70","€1,780.35","€1,794.00"
NL13,GB,WR,Export,€322.50,€341.85,€361.20,€380.55,€399.90,€419.25,€438.60,€457.95,€477.30,€496.65,€516.00,€535.35,€554.70,€574.05,€593.40,€612.75,€623.50,€638.55,€653.60,€668.65,€683.70,€698.75,€713.80,€728.85,€743.90,€758.95,€774.00,€789.05,€804.10,€819.15,€834.20,€849.25,€864.30,€879.35,€894.40,€909.45,€924.50,€939.55,€954.60,€969.65,€984.70,€999.75,"€1,014.80","€1,029.85","€1,044.90","€1,059.95","€1,075.00","€1,090.05","€1,105.10","€1,120.15","€1,135.20","€1,150.25","€1,165.30","€1,180.35","€1,195.40","€1,210.45","€1,225.50","€1,240.55","€1,255.60","€1,270.65","€1,285.70","€1,300.75","€1,315.80","€1,330.85","€1,345.90","€1,360.95","€1,376.00","€1,391.05","€1,406.10","€1,421.15","€1,436.20","€1,451.25","€1,466.30","€1,481.35","€1,496.40","€1,511.45","€1,526.50","€1,541.55","€1,556.60","€1,571.65","€1,586.70","€1,601.75","€1,616.80","€1,631.85","€1,646.90","€1,661.95","€1,677.00","€1,692.05","€1,707.10","€1,722.15","€1,737.20","€1,752.25","€1,767.30","€1,782.35","€1,797.40","€1,812.45","€1,827.50","€1,842.55","€1,857.60","€1,872.65","€1,887.70","€1,902.75","€1,917.80","€1,932.85","€1,947.90","€1,962.95","€1,978.00"
NL13,GB,WS,Export,€296.25,€314.03,€331.80,€349.58,€367.35,€385.13,€402.90,€420.68,€438.45,€456.23,€474.00,€491.78,€509.55,€527.33,€545.10,€562.88,€572.75,€586.58,€600.40,€614.23,€628.05,€641.88,€655.70,€669.53,€683.35,€697.18,€711.00,€724.83,€738.65,€752.48,€766.30,€780.13,€793.95,€807.78,€821.60,€835.43,€849.25,€863.08,€876.90,€890.73,€904.55,€918.38,€932.20,€946.03,€959.85,€973.68,€987.50,"€1,001.33","€1,015.15","€1,028.98","€1,042.80","€1,056.63","€1,070.45","€1,084.28","€1,098.10","€1,111.93","€1,125.75","€1,139.58","€1,153.40","€1,167.23","€1,181.05","€1,194.88","€1,208.70","€1,222.53","€1,236.35","€1,250.18","€1,264.00","€1,277.83","€1,291.65","€1,305.48","€1,319.30","€1,333.13","€1,346.95","€1,360.78","€1,374.60","€1,388.43","€1,402.25","€1,416.08","€1,429.90","€1,443.73","€1,457.55","€1,471.38","€1,485.20","€1,499.03","€1,512.85","€1,526.68","€1,540.50","€1,554.33","€1,568.15","€1,581.98","€1,595.80","€1,609.63","€1,623.45","€1,637.28","€1,651.10","€1,664.93","€1,678.75","€1,692.58","€1,706.40","€1,720.23","€1,734.05","€1,747.88","€1,761.70","€1,775.53","€1,789.35","€1,803.18","€1,817.00"
NL13,GB,WV,Export,€296.25,€314.03,€331.80,€349.58,€367.35,€385.13,€402.90,€420.68,€438.45,€456.23,€474.00,€491.78,€509.55,€527.33,€545.10,€562.88,€572.75,€586.58,€600.40,€614.23,€628.05,€641.88,€655.70,€669.53,€683.35,€697.18,€711.00,€724.83,€738.65,€752.48,€766.30,€780.13,€793.95,€807.78,€821.60,€835.43,€849.25,€863.08,€876.90,€890.73,€904.55,€918.38,€932.20,€946.03,€959.85,€973.68,€987.50,"€1,001.33","€1,015.15","€1,028.98","€1,042.80","€1,056.63","€1,070.45","€1,084.28","€1,098.10","€1,111.93","€1,125.75","€1,139.58","€1,153.40","€1,167.23","€1,181.05","€1,194.88","€1,208.70","€1,222.53","€1,236.35","€1,250.18","€1,264.00","€1,277.83","€1,291.65","€1,305.48","€1,319.30","€1,333.13","€1,346.95","€1,360.78","€1,374.60","€1,388.43","€1,402.25","€1,416.08","€1,429.90","€1,443.73","€1,457.55","€1,471.38","€1,485.20","€1,499.03","€1,512.85","€1,526.68","€1,540.50","€1,554.33","€1,568.15","€1,581.98","€1,595.80","€1,609.63","€1,623.45","€1,637.28","€1,651.10","€1,664.93","€1,678.75","€1,692.58","€1,706.40","€1,720.23","€1,734.05","€1,747.88","€1,761.70","€1,775.53","€1,789.35","€1,803.18","€1,817.00"
NL13,GB,YO,Export,€273.75,€290.18,€306.60,€323.03,€339.45,€355.88,€372.30,€388.73,€405.15,€421.58,€438.00,€454.43,€470.85,€487.28,€503.70,€520.13,€529.25,€542.03,€554.80,€567.58,€580.35,€593.13,€605.90,€618.68,€631.45,€644.23,€657.00,€669.78,€682.55,€695.33,€708.10,€720.88,€733.65,€746.43,€759.20,€771.98,€784.75,€797.53,€810.30,€823.08,€835.85,€848.63,€861.40,€874.18,€886.95,€899.73,€912.50,€925.28,€938.05,€950.83,€963.60,€976.38,€989.15,"€1,001.93","€1,014.70","€1,027.48","€1,040.25","€1,053.03","€1,065.80","€1,078.58","€1,091.35","€1,104.13","€1,116.90","€1,129.68","€1,142.45","€1,155.23","€1,168.00","€1,180.78","€1,193.55","€1,206.33","€1,219.10","€1,231.88","€1,244.65","€1,257.43","€1,270.20","€1,282.98","€1,295.75","€1,308.53","€1,321.30","€1,334.08","€1,346.85","€1,359.63","€1,372.40","€1,385.18","€1,397.95","€1,410.73","€1,423.50","€1,436.28","€1,449.05","€1,461.83","€1,474.60","€1,487.38","€1,500.15","€1,512.93","€1,525.70","€1,538.48","€1,551.25","€1,564.03","€1,576.80","€1,589.58","€1,602.35","€1,615.13","€1,627.90","€1,640.68","€1,653.45","€1,666.23","€1,679.00"
NL14,GB,AL,Export,€277.50,€294.15,€310.80,€327.45,€344.10,€360.75,€377.40,€394.05,€410.70,€427.35,€444.00,€460.65,€477.30,€493.95,€510.60,€527.25,€536.50,€549.45,€562.40,€575.35,€588.30,€601.25,€614.20,€627.15,€640.10,€653.05,€666.00,€678.95,€691.90,€704.85,€717.80,€730.75,€743.70,€756.65,€769.60,€782.55,€795.50,€808.45,€821.40,€834.35,€847.30,€860.25,€873.20,€886.15,€899.10,€912.05,€925.00,€937.95,€950.90,€963.85,€976.80,€989.75,"€1,002.70","€1,015.65","€1,028.60","€1,041.55","€1,054.50","€1,067.45","€1,080.40","€1,093.35","€1,106.30","€1,119.25","€1,132.20","€1,145.15","€1,158.10","€1,171.05","€1,184.00","€1,196.95","€1,209.90","€1,222.85","€1,235.80","€1,248.75","€1,261.70","€1,274.65","€1,287.60","€1,300.55","€1,313.50","€1,326.45","€1,339.40","€1,352.35","€1,365.30","€1,378.25","€1,391.20","€1,404.15","€1,417.10","€1,430.05","€1,443.00","€1,455.95","€1,468.90","€1,481.85","€1,494.80","€1,507.75","€1,520.70","€1,533.65","€1,546.60","€1,559.55","€1,572.50","€1,585.45","€1,598.40","€1,611.35","€1,624.30","€1,637.25","€1,650.20","€1,663.15","€1,676.10","€1,689.05","€1,702.00"
NL14,GB,B,Export,€315.00,€333.90,€352.80,€371.70,€390.60,€409.50,€428.40,€447.30,€466.20,€485.10,€504.00,€522.90,€541.80,€560.70,€579.60,€598.50,€609.00,€623.70,€638.40,€653.10,€667.80,€682.50,€697.20,€711.90,€726.60,€741.30,€756.00,€770.70,€785.40,€800.10,€814.80,€829.50,€844.20,€858.90,€873.60,€888.30,€903.00,€917.70,€932.40,€947.10,€961.80,€976.50,€991.20,"€1,005.90","€1,020.60","€1,035.30","€1,050.00","€1,064.70","€1,079.40","€1,094.10","€1,108.80","€1,123.50","€1,138.20","€1,152.90","€1,167.60","€1,182.30","€1,197.00","€1,211.70","€1,226.40","€1,241.10","€1,255.80","€1,270.50","€1,285.20","€1,299.90","€1,314.60","€1,329.30","€1,344.00","€1,358.70","€1,373.40","€1,388.10","€1,402.80","€1,417.50","€1,432.20","€1,446.90","€1,461.60","€1,476.30","€1,491.00","€1,505.70","€1,520.40","€1,535.10","€1,549.80","€1,564.50","€1,579.20","€1,593.90","€1,608.60","€1,623.30","€1,638.00","€1,652.70","€1,667.40","€1,682.10","€1,696.80","€1,711.50","€1,726.20","€1,740.90","€1,755.60","€1,770.30","€1,785.00","€1,799.70","€1,814.40","€1,829.10","€1,843.80","€1,858.50","€1,873.20","€1,887.90","€1,902.60","€1,917.30","€1,932.00"
NL14,GB,BA,Export,€348.75,€369.68,€390.60,€411.53,€432.45,€453.38,€474.30,€495.23,€516.15,€537.08,€558.00,€578.93,€599.85,€620.78,€641.70,€662.63,€674.25,€690.53,€706.80,€723.08,€739.35,€755.63,€771.90,€788.18,€804.45,€820.73,€837.00,€853.28,€869.55,€885.83,€902.10,€918.38,€934.65,€950.93,€967.20,€983.48,€999.75,"€1,016.03","€1,032.30","€1,048.58","€1,064.85","€1,081.13","€1,097.40","€1,113.68","€1,129.95","€1,146.23","€1,162.50","€1,178.78","€1,195.05","€1,211.33","€1,227.60","€1,243.88","€1,260.15","€1,276.43","€1,292.70","€1,308.98","€1,325.25","€1,341.53","€1,357.80","€1,374.08","€1,390.35","€1,406.63","€1,422.90","€1,439.18","€1,455.45","€1,471.73","€1,488.00","€1,504.28","€1,520.55","€1,536.83","€1,553.10","€1,569.38","€1,585.65","€1,601.93","€1,618.20","€1,634.48","€1,650.75","€1,667.03","€1,683.30","€1,699.58","€1,715.85","€1,732.13","€1,748.40","€1,764.68","€1,780.95","€1,797.23","€1,813.50","€1,829.78","€1,846.05","€1,862.33","€1,878.60","€1,894.88","€1,911.15","€1,927.43","€1,943.70","€1,959.98","€1,976.25","€1,992.53","€2,008.80","€2,025.08","€2,041.35","€2,057.63","€2,073.90","€2,090.18","€2,106.45","€2,122.73","€2,139.00"
NL14,GB,BB,Export,€311.25,€329.93,€348.60,€367.28,€385.95,€404.63,€423.30,€441.98,€460.65,€479.33,€498.00,€516.68,€535.35,€554.03,€572.70,€591.38,€601.75,€616.28,€630.80,€645.33,€659.85,€674.38,€688.90,€703.43,€717.95,€732.48,€747.00,€761.53,€776.05,€790.58,€805.10,€819.63,€834.15,€848.68,€863.20,€877.73,€892.25,€906.78,€921.30,€935.83,€950.35,€964.88,€979.40,€993.93,"€1,008.45","€1,022.98","€1,037.50","€1,052.03","€1,066.55","€1,081.08","€1,095.60","€1,110.13","€1,124.65","€1,139.18","€1,153.70","€1,168.23","€1,182.75","€1,197.28","€1,211.80","€1,226.33","€1,240.85","€1,255.38","€1,269.90","€1,284.43","€1,298.95","€1,313.48","€1,328.00","€1,342.53","€1,357.05","€1,371.58","€1,386.10","€1,400.63","€1,415.15","€1,429.68","€1,444.20","€1,458.73","€1,473.25","€1,487.78","€1,502.30","€1,516.83","€1,531.35","€1,545.88","€1,560.40","€1,574.93","€1,589.45","€1,603.98","€1,618.50","€1,633.03","€1,647.55","€1,662.08","€1,676.60","€1,691.13","€1,705.65","€1,720.18","€1,734.70","€1,749.23","€1,763.75","€1,778.28","€1,792.80","€1,807.33","€1,821.85","€1,836.38","€1,850.90","€1,865.43","€1,879.95","€1,894.48","€1,909.00"
NL14,GB,BD,Export,€303.75,€321.98,€340.20,€358.43,€376.65,€394.88,€413.10,€431.33,€449.55,€467.78,€486.00,€504.23,€522.45,€540.68,€558.90,€577.13,€587.25,€601.43,€615.60,€629.78,€643.95,€658.13,€672.30,€686.48,€700.65,€714.83,€729.00,€743.18,€757.35,€771.53,€785.70,€799.88,€814.05,€828.23,€842.40,€856.58,€870.75,€884.93,€899.10,€913.28,€927.45,€941.63,€955.80,€969.98,€984.15,€998.33,"€1,012.50","€1,026.68","€1,040.85","€1,055.03","€1,069.20","€1,083.38","€1,097.55","€1,111.73","€1,125.90","€1,140.08","€1,154.25","€1,168.43","€1,182.60","€1,196.78","€1,210.95","€1,225.13","€1,239.30","€1,253.48","€1,267.65","€1,281.83","€1,296.00","€1,310.18","€1,324.35","€1,338.53","€1,352.70","€1,366.88","€1,381.05","€1,395.23","€1,409.40","€1,423.58","€1,437.75","€1,451.93","€1,466.10","€1,480.28","€1,494.45","€1,508.63","€1,522.80","€1,536.98","€1,551.15","€1,565.33","€1,579.50","€1,593.68","€1,607.85","€1,622.03","€1,636.20","€1,650.38","€1,664.55","€1,678.73","€1,692.90","€1,707.08","€1,721.25","€1,735.43","€1,749.60","€1,763.78","€1,777.95","€1,792.13","€1,806.30","€1,820.48","€1,834.65","€1,848.83","€1,863.00"
NL14,GB,BH,Export,€337.50,€357.75,€378.00,€398.25,€418.50,€438.75,€459.00,€479.25,€499.50,€519.75,€540.00,€560.25,€580.50,€600.75,€621.00,€641.25,€652.50,€668.25,€684.00,€699.75,€715.50,€731.25,€747.00,€762.75,€778.50,€794.25,€810.00,€825.75,€841.50,€857.25,€873.00,€888.75,€904.50,€920.25,€936.00,€951.75,€967.50,€983.25,€999.00,"€1,014.75","€1,030.50","€1,046.25","€1,062.00","€1,077.75","€1,093.50","€1,109.25","€1,125.00","€1,140.75","€1,156.50","€1,172.25","€1,188.00","€1,203.75","€1,219.50","€1,235.25","€1,251.00","€1,266.75","€1,282.50","€1,298.25","€1,314.00","€1,329.75","€1,345.50","€1,361.25","€1,377.00","€1,392.75","€1,408.50","€1,424.25","€1,440.00","€1,455.75","€1,471.50","€1,487.25","€1,503.00","€1,518.75","€1,534.50","€1,550.25","€1,566.00","€1,581.75","€1,597.50","€1,613.25","€1,629.00","€1,644.75","€1,660.50","€1,676.25","€1,692.00","€1,707.75","€1,723.50","€1,739.25","€1,755.00","€1,770.75","€1,786.50","€1,802.25","€1,818.00","€1,833.75","€1,849.50","€1,865.25","€1,881.00","€1,896.75","€1,912.50","€1,928.25","€1,944.00","€1,959.75","€1,975.50","€1,991.25","€2,007.00","€2,022.75","€2,038.50","€2,054.25","€2,070.00"
NL14,GB,BL,Export,€311.25,€329.93,€348.60,€367.28,€385.95,€404.63,€423.30,€441.98,€460.65,€479.33,€498.00,€516.68,€535.35,€554.03,€572.70,€591.38,€601.75,€616.28,€630.80,€645.33,€659.85,€674.38,€688.90,€703.43,€717.95,€732.48,€747.00,€761.53,€776.05,€790.58,€805.10,€819.63,€834.15,€848.68,€863.20,€877.73,€892.25,€906.78,€921.30,€935.83,€950.35,€964.88,€979.40,€993.93,"€1,008.45","€1,022.98","€1,037.50","€1,052.03","€1,066.55","€1,081.08","€1,095.60","€1,110.13","€1,124.65","€1,139.18","€1,153.70","€1,168.23","€1,182.75","€1,197.28","€1,211.80","€1,226.33","€1,240.85","€1,255.38","€1,269.90","€1,284.43","€1,298.95","€1,313.48","€1,328.00","€1,342.53","€1,357.05","€1,371.58","€1,386.10","€1,400.63","€1,415.15","€1,429.68","€1,444.20","€1,458.73","€1,473.25","€1,487.78","€1,502.30","€1,516.83","€1,531.35","€1,545.88","€1,560.40","€1,574.93","€1,589.45","€1,603.98","€1,618.50","€1,633.03","€1,647.55","€1,662.08","€1,676.60","€1,691.13","€1,705.65","€1,720.18","€1,734.70","€1,749.23","€1,763.75","€1,778.28","€1,792.80","€1,807.33","€1,821.85","€1,836.38","€1,850.90","€1,865.43","€1,879.95","€1,894.48","€1,909.00"
NL14,GB,BN,Export,€292.50,€310.05,€327.60,€345.15,€362.70,€380.25,€397.80,€415.35,€432.90,€450.45,€468.00,€485.55,€503.10,€520.65,€538.20,€555.75,€565.50,€579.15,€592.80,€606.45,€620.10,€633.75,€647.40,€661.05,€674.70,€688.35,€702.00,€715.65,€729.30,€742.95,€756.60,€770.25,€783.90,€797.55,€811.20,€824.85,€838.50,€852.15,€865.80,€879.45,€893.10,€906.75,€920.40,€934.05,€947.70,€961.35,€975.00,€988.65,"€1,002.30","€1,015.95","€1,029.60","€1,043.25","€1,056.90","€1,070.55","€1,084.20","€1,097.85","€1,111.50","€1,125.15","€1,138.80","€1,152.45","€1,166.10","€1,179.75","€1,193.40","€1,207.05","€1,220.70","€1,234.35","€1,248.00","€1,261.65","€1,275.30","€1,288.95","€1,302.60","€1,316.25","€1,329.90","€1,343.55","€1,357.20","€1,370.85","€1,384.50","€1,398.15","€1,411.80","€1,425.45","€1,439.10","€1,452.75","€1,466.40","€1,480.05","€1,493.70","€1,507.35","€1,521.00","€1,534.65","€1,548.30","€1,561.95","€1,575.60","€1,589.25","€1,602.90","€1,616.55","€1,630.20","€1,643.85","€1,657.50","€1,671.15","€1,684.80","€1,698.45","€1,712.10","€1,725.75","€1,739.40","€1,753.05","€1,766.70","€1,780.35","€1,794.00"
NL14,GB,BR,Export,€281.25,€298.13,€315.00,€331.88,€348.75,€365.63,€382.50,€399.38,€416.25,€433.13,€450.00,€466.88,€483.75,€500.63,€517.50,€534.38,€543.75,€556.88,€570.00,€583.13,€596.25,€609.38,€622.50,€635.63,€648.75,€661.88,€675.00,€688.13,€701.25,€714.38,€727.50,€740.63,€753.75,€766.88,€780.00,€793.13,€806.25,€819.38,€832.50,€845.63,€858.75,€871.88,€885.00,€898.13,€911.25,€924.38,€937.50,€950.63,€963.75,€976.88,€990.00,"€1,003.13","€1,016.25","€1,029.38","€1,042.50","€1,055.63","€1,068.75","€1,081.88","€1,095.00","€1,108.13","€1,121.25","€1,134.38","€1,147.50","€1,160.63","€1,173.75","€1,186.88","€1,200.00","€1,213.13","€1,226.25","€1,239.38","€1,252.50","€1,265.63","€1,278.75","€1,291.88","€1,305.00","€1,318.13","€1,331.25","€1,344.38","€1,357.50","€1,370.63","€1,383.75","€1,396.88","€1,410.00","€1,423.13","€1,436.25","€1,449.38","€1,462.50","€1,475.63","€1,488.75","€1,501.88","€1,515.00","€1,528.13","€1,541.25","€1,554.38","€1,567.50","€1,580.63","€1,593.75","€1,606.88","€1,620.00","€1,633.13","€1,646.25","€1,659.38","€1,672.50","€1,685.63","€1,698.75","€1,711.88","€1,725.00"
