Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6
NL,PL,26,Export,89.01,124.41,143.63,224.56,259.95,320.65,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,27,Export,90.02,125.42,143.63,224.56,260.96,321.65,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,28,Export,90.02,125.42,144.64,225.56,261.97,322.67,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,29,Export,90.02,125.42,144.64,225.56,261.97,322.67,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,30,Export,91.04,127.44,146.67,229.60,268.04,329.74,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,31,Export,91.04,127.44,146.67,229.60,268.04,329.74,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,32,Export,91.04,127.44,146.67,229.60,268.04,329.74,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,33,Export,91.04,127.44,146.67,229.60,268.04,329.74,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,34,Export,91.04,127.44,147.67,230.61,269.05,330.76,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,35,Export,91.04,126.44,146.67,228.59,267.04,328.74,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,36,Export,91.04,127.44,146.67,229.60,268.04,329.74,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,37,Export,91.04,127.44,146.67,229.60,268.04,329.74,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,38,Export,91.04,127.44,147.67,230.61,269.05,330.76,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,39,Export,91.04,126.44,146.67,228.59,267.04,328.74,546.48,565.71,668.66,722.96,779.54,808.97,836.11,865.54,880.24,913.04,931.16
NL,PL,40,Export,91.04,126.44,146.67,228.59,267.04,328.74,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,41,Export,91.04,126.44,146.67,228.59,267.04,328.74,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,42,Export,91.04,126.44,146.67,228.59,267.04,328.74,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,43,Export,91.04,127.44,147.67,230.61,269.05,330.76,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,44,Export,88.00,121.37,139.58,216.47,251.86,309.50,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,45,Export,86.99,121.37,139.58,215.44,250.85,308.50,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,46,Export,86.99,120.37,137.56,212.41,245.78,302.44,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,47,Export,88.00,121.37,139.58,216.47,251.86,309.50,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,48,Export,86.99,121.37,139.58,215.44,250.85,308.50,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,49,Export,86.99,120.37,137.56,212.41,245.78,302.44,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,50,Export,86.99,120.37,137.56,212.41,245.78,302.44,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,51,Export,86.99,120.37,137.56,212.41,245.78,302.44,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,52,Export,86.99,120.37,137.56,212.41,245.78,302.44,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,53,Export,86.99,120.37,137.56,212.41,245.78,302.44,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,54,Export,86.99,120.37,137.56,212.41,245.78,302.44,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,55,Export,85.98,119.35,136.55,211.40,245.78,301.41,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,56,Export,85.98,119.35,136.55,211.40,245.78,301.41,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,57,Export,86.99,121.37,139.58,215.44,250.85,308.50,503.48,519.31,620.01,668.66,720.72,747.87,772.76,799.90,813.49,844.03,861.01
NL,PL,58,Export,86.99,121.37,139.58,215.44,250.85,308.50,423.15,436.72,509.13,553.26,601.92,625.67,646.04,667.54,679.99,703.74,717.32
NL,PL,59,Export,86.99,120.37,137.56,212.41,245.78,302.44,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,60,Export,75.86,102.16,116.32,173.97,199.26,247.82,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,61,Export,75.86,102.16,116.32,173.97,199.26,247.82,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,62,Export,78.90,108.23,123.40,188.13,217.47,269.05,423.15,436.72,509.13,553.26,601.92,625.67,646.04,667.54,679.99,703.74,717.32
NL,PL,63,Export,78.90,108.23,123.40,188.13,217.47,269.05,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,64,Export,78.90,108.23,123.40,188.13,217.47,269.05,423.15,436.72,509.13,553.26,601.92,625.67,646.04,667.54,679.99,703.74,717.32
NL,PL,65,Export,85.98,119.35,136.55,210.39,244.78,300.41,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,66,Export,85.98,119.35,136.55,210.39,244.78,300.41,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,67,Export,85.98,119.35,136.55,210.39,244.78,300.41,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,68,Export,85.98,119.35,136.55,211.40,245.78,301.41,403.91,415.24,484.25,522.71,567.97,592.86,614.36,634.73,646.04,669.80,682.24
NL,PL,69,Export,85.98,119.35,136.55,211.40,245.78,301.41,411.84,437.85,475.19,492.17,512.52,528.38,541.95,571.36,587.21,614.36,626.80
NL,PL,70,Export,86.99,120.37,137.56,212.41,245.78,302.44,424.28,450.30,489.91,504.61,529.51,547.60,563.45,597.39,614.36,643.78,657.34
NL,PL,71,Export,86.99,120.37,137.56,212.41,245.78,302.44,424.28,450.30,489.91,504.61,529.51,547.60,563.45,597.39,614.36,643.78,657.34
NL,PL,72,Export,86.99,121.37,139.58,215.44,250.85,308.50,424.28,450.30,489.91,504.61,529.51,547.60,563.45,597.39,614.36,643.78,657.34
NL,PL,73,Export,86.99,120.37,137.56,212.41,245.78,302.44,424.28,450.30,489.91,504.61,529.51,547.60,563.45,597.39,614.36,643.78,657.34
NL,PL,74,Export,85.98,119.35,136.55,211.40,245.78,301.41,424.28,450.30,489.91,504.61,529.51,547.60,563.45,597.39,614.36,643.78,657.34
NL,PL,75,Export,86.99,120.37,137.56,212.41,245.78,302.44,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,76,Export,86.99,121.37,139.58,215.44,250.85,308.50,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,77,Export,86.99,120.37,137.56,212.41,245.78,302.44,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,78,Export,86.99,120.37,137.56,212.41,245.78,302.44,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,80,Export,88.00,121.37,139.58,216.47,251.86,309.50,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,81,Export,88.00,121.37,139.58,216.47,251.86,309.50,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,82,Export,86.99,121.37,139.58,215.44,250.85,308.50,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,83,Export,86.99,121.37,139.58,215.44,250.85,308.50,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,84,Export,88.00,121.37,139.58,216.47,251.86,309.50,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,85,Export,85.98,119.35,136.55,211.40,245.78,301.41,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,86,Export,86.99,120.37,137.56,212.41,245.78,302.44,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,87,Export,86.99,120.37,137.56,212.41,245.78,302.44,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,88,Export,85.98,119.35,136.55,210.39,244.78,300.41,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,89,Export,86.99,120.37,137.56,212.41,245.78,302.44,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,90,Export,89.01,124.41,143.63,224.56,259.95,320.65,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,91,Export,89.01,124.41,143.63,224.56,259.95,320.65,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,92,Export,89.01,124.41,143.63,224.56,259.95,320.65,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,93,Export,89.01,124.41,143.63,224.56,259.95,320.65,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,94,Export,89.01,124.41,143.63,224.56,259.95,320.65,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,95,Export,89.01,124.41,143.63,224.56,259.95,320.65,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,96,Export,82.95,113.28,130.49,201.29,233.65,289.29,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,97,Export,90.02,125.42,143.63,224.56,260.96,321.65,436.72,462.74,500.09,511.40,540.81,570.24,597.39,648.29,673.19,721.85,746.74
NL,PL,98,Export,86.99,120.37,137.56,212.41,245.78,302.44,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PL,99,Export,89.01,124.41,143.63,224.56,259.95,320.65,436.72,463.88,502.34,515.92,545.34,570.24,591.72,635.86,657.34,698.08,718.45
NL,PT,10,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,11,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,12,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,13,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,14,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,15,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,16,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,17,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,18,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,19,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,20,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,21,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,22,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,23,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,24,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,25,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,26,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,27,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,28,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,29,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,30,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,31,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,32,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,33,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,34,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,35,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,36,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,37,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,38,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,40,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,41,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,42,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,43,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,44,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,45,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,46,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,47,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,48,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,49,Export,101.85,145.95,174.31,279.30,283.50,293.99,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,50,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,51,Export,109.19,159.60,193.20,310.80,316.05,326.55,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,52,Export,110.25,160.65,193.20,311.85,317.10,327.60,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,53,Export,110.25,160.65,193.20,311.85,317.10,327.60,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,54,Export,110.25,160.65,193.20,311.85,317.10,327.60,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,60,Export,110.25,160.65,193.20,311.85,317.10,327.60,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,61,Export,110.25,160.65,193.20,311.85,317.10,327.60,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,62,Export,110.25,160.65,193.20,311.85,317.10,327.60,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,63,Export,110.25,160.65,193.20,311.85,317.10,327.60,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,64,Export,110.25,160.65,193.20,311.85,317.10,327.60,400.77,454.69,583.59,648.05,778.12,842.57,908.19,1037.10,1101.55,1219.91,1274.99
NL,PT,70,Export,110.25,160.65,193.20,311.85,317.10,327.60,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,71,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,72,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,73,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,74,Export,110.25,160.65,193.20,311.85,317.10,327.60,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,75,Export,110.25,160.65,193.20,311.85,317.10,327.60,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,76,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,77,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,78,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,79,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,80,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,81,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,82,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,83,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,84,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,85,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,86,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,87,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,88,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,PT,89,Export,110.25,161.69,194.24,313.94,319.19,329.69,452.33,526.17,676.16,751.16,901.17,976.17,1051.15,1194.13,1257.41,1385.14,1448.42
NL,RO,01,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,02,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,03,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,04,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,05,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,06,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,07,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,08,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,10,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,11,Export,128.99,190.08,231.95,367.71,419.75,527.24,706.00,761.45,825.94,870.07,963.97,1013.75,1060.14,1156.31,1206.08,1302.26,1348.65
NL,RO,12,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,13,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,14,Export,128.99,190.08,231.95,367.71,419.75,527.24,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,RO,20,Export,174.23,278.32,343.95,535.16,606.44,741.08,818.02,830.46,857.61,870.07,963.97,1013.75,1060.14,1156.31,1206.08,1302.26,1348.65
NL,RO,21,Export,194.61,314.54,388.09,601.92,679.99,825.94,907.40,922.11,951.52,966.23,996.77,1013.75,1060.14,1156.31,1206.08,1302.26,1348.65
NL,RO,22,Export,194.61,314.54,388.09,601.92,679.99,825.94,907.40,922.11,951.52,966.23,996.77,1013.75,1060.14,1156.31,1206.08,1302.26,1348.65
NL,RO,23,Export,173.10,277.21,341.69,532.90,604.18,737.68,815.75,828.20,854.22,870.07,963.97,1013.75,1060.14,1156.31,1206.08,1302.26,1348.65
NL,RO,24,Export,173.10,277.21,341.69,532.90,604.18,737.68,815.75,828.20,854.22,870.07,963.97,1013.75,1060.14,1156.31,1206.08,1302.26,1348.65
NL,RO,30,Export,213.83,349.62,435.60,693.55,794.26,988.85,1102.00,1118.97,1154.04,1172.14,1208.35,1227.58,1246.82,1285.28,1305.66,1346.39,1366.75
NL,RO,31,Export,213.83,349.62,435.60,693.55,794.26,988.85,1102.00,1118.97,1154.04,1172.14,1208.35,1227.58,1246.82,1285.28,1305.66,1346.39,1366.75
NL,RO,32,Export,200.27,323.58,399.38,622.28,703.74,856.48,944.72,959.44,988.85,1004.70,1036.38,1052.22,1068.05,1102.00,1125.76,1214.00,1257.01
NL,RO,33,Export,199.13,321.32,397.13,618.89,700.35,853.09,940.20,954.91,984.33,1000.17,1031.85,1047.69,1063.53,1081.63,1125.76,1214.00,1257.01
NL,RO,40,Export,200.27,323.58,399.38,622.28,703.74,856.48,944.72,959.44,988.85,1004.70,1036.38,1052.22,1068.05,1130.27,1178.93,1272.85,1318.09
NL,RO,41,Export,218.37,355.26,442.38,703.74,804.44,1000.17,1113.31,1130.27,1165.36,1183.46,1219.66,1238.90,1258.13,1296.60,1316.96,1357.69,1378.07
NL,RO,42,Export,200.27,323.58,399.38,622.28,703.74,856.48,944.72,959.44,988.85,1004.70,1036.38,1052.22,1068.05,1130.27,1178.93,1272.85,1318.09
NL,RO,43,Export,213.83,349.62,435.60,693.55,794.26,988.85,1102.00,1118.97,1154.04,1172.14,1208.35,1227.58,1246.82,1285.28,1305.66,1346.39,1366.75
